trait	method	n	abbreviation	color	category
UKB_20002_1463_self_reported_ulcerative_colitis	multixcan_sqtl_enloc	0	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	predixcan_eqtl_all_pairs	241	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	predixcan_eqtl	16	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	predixcan_eqtl_enloc_all_pairs	0	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	predixcan_eqtl_mrcp	0	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	predixcan_eqtl_enloc	0	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	multixcan_eqtl	18	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	multixcan_eqtl_enloc	0	UC_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	gwas	5577	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	predixcan_sqtl_all_pairs	1492	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	predixcan_sqtl	372	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	predixcan_sqtl_mrcp	0	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	predixcan_sqtl_enloc_all_pairs	0	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	predixcan_sqtl_enloc	0	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	multixcan_sqtl	426	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	multixcan_sqtl_enloc	0	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	predixcan_eqtl_all_pairs	653	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	predixcan_eqtl	95	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	predixcan_eqtl_enloc_all_pairs	0	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	predixcan_eqtl_mrcp	0	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	predixcan_eqtl_enloc	0	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	multixcan_eqtl	105	RA_UKBS	#40A0A0	Immune
UKB_20002_1464_self_reported_rheumatoid_arthritis	multixcan_eqtl_enloc	0	RA_UKBS	#40A0A0	Immune
UKB_20002_1466_self_reported_gout	gwas	2554	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	predixcan_sqtl_all_pairs	448	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	predixcan_sqtl	200	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	predixcan_sqtl_mrcp	1	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	predixcan_sqtl_enloc_all_pairs	0	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	predixcan_sqtl_enloc	0	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	multixcan_sqtl	229	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	multixcan_sqtl_enloc	1	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	predixcan_eqtl_all_pairs	212	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	predixcan_eqtl	64	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	predixcan_eqtl_enloc_all_pairs	0	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	predixcan_eqtl_mrcp	5	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	predixcan_eqtl_enloc	0	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	multixcan_eqtl	80	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1466_self_reported_gout	multixcan_eqtl_enloc	1	GOUT_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1473_self_reported_high_cholesterol	gwas	4787	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	predixcan_sqtl_all_pairs	924	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	predixcan_sqtl	442	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	predixcan_sqtl_mrcp	0	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	predixcan_sqtl_enloc_all_pairs	0	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	predixcan_sqtl_enloc	0	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	multixcan_sqtl	509	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	multixcan_sqtl_enloc	0	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	predixcan_eqtl_all_pairs	758	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	predixcan_eqtl	205	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	predixcan_eqtl_enloc_all_pairs	132	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	predixcan_eqtl_mrcp	322	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	predixcan_eqtl_enloc	33	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	multixcan_eqtl	248	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1473_self_reported_high_cholesterol	multixcan_eqtl_enloc	48	HC_UKBS	#004000	Cardiometabolic
UKB_20002_1616_self_reported_insomnia	gwas	4	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	predixcan_sqtl_all_pairs	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	predixcan_sqtl	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	predixcan_sqtl_mrcp	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	predixcan_sqtl_enloc_all_pairs	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	predixcan_sqtl_enloc	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	multixcan_sqtl	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	multixcan_sqtl_enloc	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	predixcan_eqtl_all_pairs	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	predixcan_eqtl	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	predixcan_eqtl_enloc_all_pairs	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	predixcan_eqtl_mrcp	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	predixcan_eqtl_enloc	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	multixcan_eqtl	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1616_self_reported_insomnia	multixcan_eqtl_enloc	0	INSOMN_UKBS	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	gwas	1978	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	predixcan_sqtl_all_pairs	1031	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	predixcan_sqtl	256	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	predixcan_sqtl_mrcp	0	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	predixcan_sqtl_enloc_all_pairs	0	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	predixcan_sqtl_enloc	0	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	multixcan_sqtl	285	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	multixcan_sqtl_enloc	0	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	predixcan_eqtl_all_pairs	594	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	predixcan_eqtl	113	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	predixcan_eqtl_enloc_all_pairs	53	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	predixcan_eqtl_mrcp	186	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	predixcan_eqtl_enloc	23	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	multixcan_eqtl	129	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20016_Fluid_intelligence_score	multixcan_eqtl_enloc	19	FIS_UKB	#0000A0	Psychiatric_neurologic
UKB_20022_Birth_weight	gwas	3417	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	predixcan_sqtl_all_pairs	816	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	predixcan_sqtl	254	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	predixcan_sqtl_mrcp	13	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	predixcan_sqtl_enloc_all_pairs	1	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	predixcan_sqtl_enloc	1	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	multixcan_sqtl	258	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	multixcan_sqtl_enloc	1	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	predixcan_eqtl_all_pairs	481	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	predixcan_eqtl	132	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	predixcan_eqtl_enloc_all_pairs	106	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	predixcan_eqtl_mrcp	262	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	predixcan_eqtl_enloc	36	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	multixcan_eqtl	151	BW_UKB	#404040	Anthropometric
UKB_20022_Birth_weight	multixcan_eqtl_enloc	44	BW_UKB	#404040	Anthropometric
UKB_20127_Neuroticism_score	gwas	7720	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	predixcan_sqtl_all_pairs	1200	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	predixcan_sqtl	354	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	predixcan_sqtl_mrcp	0	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	predixcan_sqtl_enloc_all_pairs	0	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	predixcan_sqtl_enloc	0	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	multixcan_sqtl	393	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	multixcan_sqtl_enloc	0	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	predixcan_eqtl_all_pairs	777	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	predixcan_eqtl	146	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	predixcan_eqtl_enloc_all_pairs	27	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	predixcan_eqtl_mrcp	73	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	predixcan_eqtl_enloc	7	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	multixcan_eqtl	173	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_20127_Neuroticism_score	multixcan_eqtl_enloc	12	NEUROT_UKB	#0000A0	Psychiatric_neurologic
UKB_21001_Body_mass_index_BMI	gwas	28337	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	predixcan_sqtl_all_pairs	6393	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	predixcan_sqtl	2266	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	predixcan_sqtl_mrcp	1	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	predixcan_sqtl_enloc_all_pairs	1	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	predixcan_sqtl_enloc	1	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	multixcan_sqtl	2706	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	multixcan_sqtl_enloc	1	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	predixcan_eqtl_all_pairs	4721	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	predixcan_eqtl	924	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	predixcan_eqtl_enloc_all_pairs	232	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	predixcan_eqtl_mrcp	828	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	predixcan_eqtl_enloc	76	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	multixcan_eqtl	1239	BMI_UKB	#404040	Anthropometric
UKB_21001_Body_mass_index_BMI	multixcan_eqtl_enloc	131	BMI_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	gwas	20065	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	predixcan_sqtl_all_pairs	5523	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	predixcan_sqtl	1690	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	predixcan_sqtl_mrcp	34	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	predixcan_sqtl_enloc_all_pairs	2	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	predixcan_sqtl_enloc	2	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	multixcan_sqtl	1996	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	multixcan_sqtl_enloc	4	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	predixcan_eqtl_all_pairs	3910	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	predixcan_eqtl	732	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	predixcan_eqtl_enloc_all_pairs	297	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	predixcan_eqtl_mrcp	1045	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	predixcan_eqtl_enloc	83	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	multixcan_eqtl	914	FAT_UKB	#404040	Anthropometric
UKB_23099_Body_fat_percentage	multixcan_eqtl_enloc	129	FAT_UKB	#404040	Anthropometric
Astle_et_al_2016_Platelet_count	gwas	28664	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	predixcan_sqtl_all_pairs	8097	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	predixcan_sqtl	2738	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	predixcan_sqtl_mrcp	689	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	predixcan_sqtl_enloc_all_pairs	237	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	predixcan_sqtl_enloc	88	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	multixcan_sqtl	2989	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	multixcan_sqtl_enloc	101	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	predixcan_eqtl_all_pairs	4848	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	predixcan_eqtl	950	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	predixcan_eqtl_enloc_all_pairs	468	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	predixcan_eqtl_mrcp	1262	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	predixcan_eqtl_enloc	114	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	multixcan_eqtl	1148	PLT	#C00000	Blood
Astle_et_al_2016_Platelet_count	multixcan_eqtl_enloc	146	PLT	#C00000	Blood
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	gwas	2434	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	predixcan_sqtl_all_pairs	161	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	predixcan_sqtl	98	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	predixcan_sqtl_mrcp	0	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	predixcan_sqtl_enloc_all_pairs	0	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	predixcan_sqtl_enloc	0	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	multixcan_sqtl	86	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	multixcan_sqtl_enloc	0	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	predixcan_eqtl_all_pairs	48	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	predixcan_eqtl	32	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	predixcan_eqtl_enloc_all_pairs	0	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	predixcan_eqtl_mrcp	0	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	predixcan_eqtl_enloc	0	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	multixcan_eqtl	33	BLDP2_UKB	#808000	Morphology
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	multixcan_eqtl_enloc	1	BLDP2_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	gwas	5402	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	predixcan_sqtl_all_pairs	577	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	predixcan_sqtl	146	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	predixcan_sqtl_mrcp	0	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	predixcan_sqtl_enloc_all_pairs	0	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	predixcan_sqtl_enloc	0	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	multixcan_sqtl	155	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	multixcan_sqtl_enloc	0	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	predixcan_eqtl_all_pairs	285	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	predixcan_eqtl	44	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	predixcan_eqtl_enloc_all_pairs	0	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	predixcan_eqtl_mrcp	3	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	predixcan_eqtl_enloc	0	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	multixcan_eqtl	54	BLDP3_UKB	#808000	Morphology
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	multixcan_eqtl_enloc	1	BLDP3_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	gwas	17703	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	predixcan_sqtl_all_pairs	1771	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	predixcan_sqtl	634	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	predixcan_sqtl_mrcp	0	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	predixcan_sqtl_enloc_all_pairs	0	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	predixcan_sqtl_enloc	0	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	multixcan_sqtl	685	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	multixcan_sqtl_enloc	0	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	predixcan_eqtl_all_pairs	1025	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	predixcan_eqtl	232	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	predixcan_eqtl_enloc_all_pairs	42	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	predixcan_eqtl_mrcp	128	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	predixcan_eqtl_enloc	16	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	multixcan_eqtl	294	BLDP4_UKB	#808000	Morphology
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	multixcan_eqtl_enloc	21	BLDP4_UKB	#808000	Morphology
UKB_3526_Mothers_age_at_death	gwas	3	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	predixcan_sqtl_all_pairs	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	predixcan_sqtl	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	predixcan_sqtl_mrcp	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	predixcan_sqtl_enloc_all_pairs	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	predixcan_sqtl_enloc	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	multixcan_sqtl	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	multixcan_sqtl_enloc	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	predixcan_eqtl_all_pairs	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	predixcan_eqtl	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	predixcan_eqtl_enloc_all_pairs	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	predixcan_eqtl_mrcp	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	predixcan_eqtl_enloc	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	multixcan_eqtl	0	MAD_UKB	#400040	Aging
UKB_3526_Mothers_age_at_death	multixcan_eqtl_enloc	0	MAD_UKB	#400040	Aging
UKB_50_Standing_height	gwas	140799	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	predixcan_sqtl_all_pairs	32269	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	predixcan_sqtl	10430	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	predixcan_sqtl_mrcp	102	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	predixcan_sqtl_enloc_all_pairs	2	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	predixcan_sqtl_enloc	2	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	multixcan_sqtl	12084	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	multixcan_sqtl_enloc	3	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	predixcan_eqtl_all_pairs	18207	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	predixcan_eqtl	3205	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	predixcan_eqtl_enloc_all_pairs	1046	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	predixcan_eqtl_mrcp	3042	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	predixcan_eqtl_enloc	235	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	multixcan_eqtl	4059	HEIGHT_UKB	#404040	Anthropometric
UKB_50_Standing_height	multixcan_eqtl_enloc	324	HEIGHT_UKB	#404040	Anthropometric
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	gwas	364	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	predixcan_sqtl_all_pairs	13	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	predixcan_sqtl	12	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	predixcan_sqtl_mrcp	0	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	predixcan_sqtl_enloc_all_pairs	0	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	predixcan_sqtl_enloc	0	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	multixcan_sqtl	13	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	multixcan_sqtl_enloc	0	MI_UKB	#004000	Cardiometabolic
