phenotype	tissue	gene	gene_name	pvalue	rcp
Astle_et_al_2016_Eosinophil_counts	Colon_Sigmoid	ENSG00000112339.14	HBS1L	3.80695406220678e-11	0.6
Astle_et_al_2016_Eosinophil_counts	Colon_Sigmoid	ENSG00000102882.11	MAPK3	1.95631467185034e-10	0.617
Astle_et_al_2016_Eosinophil_counts	Colon_Sigmoid	ENSG00000167468.16	GPX4	3.55545185333696e-10	0.943
Astle_et_al_2016_Eosinophil_counts	Colon_Sigmoid	ENSG00000087088.19	BAX	3.67500031411387e-10	0.695
Astle_et_al_2016_Eosinophil_counts	Colon_Sigmoid	ENSG00000103066.12	PLA2G15	6.10999748720632e-10	0.721
Astle_et_al_2016_Eosinophil_counts	Colon_Sigmoid	ENSG00000168906.12	MAT2A	6.24196230007316e-08	0.531
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000115604.10	IL18R1	5.04002319253844e-89	0.983
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000134882.15	UBAC2	2.55499589644018e-18	0.686
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000030110.12	BAK1	4.36462411304389e-17	0.88
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000179526.16	SHARPIN	1.44922966809206e-16	0.583
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000149922.10	TBX6	3.33233320758339e-16	0.987
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000152804.10	HHEX	5.78299985611164e-16	0.79
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000125755.18	SYMPK	1.53692087096272e-14	0.643
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000100362.12	PVALB	4.98200511951214e-13	0.583
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000221869.4	CEBPD	6.26699296002863e-13	0.522
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000167468.16	GPX4	9.66982837265817e-11	0.927
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000281162.2	LINC01127	1.95592801210305e-10	0.58
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000072736.18	NFATC3	1.44979914981726e-09	0.657
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000103363.14	ELOB	1.93117241629583e-09	0.556
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000136630.12	HLX	1.06600144655941e-08	0.57
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000100365.14	NCF4	2.97734880959662e-08	0.515
Astle_et_al_2016_Eosinophil_counts	Colon_Transverse	ENSG00000128604.19	IRF5	6.29399451926767e-08	0.669
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000196843.15	ARID5A	5.31645631207772e-38	0.652
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000077420.15	APBB1IP	5.63602599222208e-22	0.687
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000030110.12	BAK1	2.2310022639997e-17	0.941
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000125755.18	SYMPK	5.21882983327334e-17	0.671
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000102882.11	MAPK3	3.19531437299584e-16	0.689
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000149922.10	TBX6	1.53996041992927e-15	0.991
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000168685.14	IL7R	5.26000251918367e-15	0.701
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000276791.1	CTD-2270P14.5	1.21999913380294e-14	0.652
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000152804.10	HHEX	2.95120418187412e-14	0.848
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000100365.14	NCF4	4.98200511951214e-13	0.759
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000221869.4	CEBPD	6.26699296002857e-13	0.578
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000182541.17	LIMK2	2.19615469761979e-11	0.533
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000281162.2	LINC01127	3.2756636727126e-11	0.504
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000167468.16	GPX4	4.60364935074809e-10	0.946
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000103066.12	PLA2G15	6.10999748720632e-10	0.835
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000128604.19	IRF5	3.86428368208659e-09	0.877
Astle_et_al_2016_Eosinophil_counts	Esophagus_Gastroesophageal_Junction	ENSG00000103064.13	SLC7A6	6.21974517297365e-08	0.562
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000196843.15	ARID5A	3.94732726099791e-34	0.603
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000077420.15	APBB1IP	4.98431304581942e-22	0.596
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000228889.6	UBAC2-AS1	2.55499589644018e-18	0.752
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000178409.13	BEND3	4.01469764024569e-18	0.776
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000125755.18	SYMPK	4.946298403672e-16	0.691
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000221869.4	CEBPD	6.26699296002863e-13	0.539
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000149485.18	FADS1	4.38170661239436e-12	0.811
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000142599.17	RERE	1.15436085622445e-11	0.867
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000115604.10	IL18R1	1.55700465242196e-11	0.719
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000167468.16	GPX4	2.00158550981802e-11	0.946
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000030110.12	BAK1	2.4038678572307e-11	0.906
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000100365.14	NCF4	5.09982376377183e-11	0.977
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000103066.12	PLA2G15	1.80400126639943e-09	0.821
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000120158.11	RCL1	1.27299979333034e-08	0.635
Astle_et_al_2016_Eosinophil_counts	Esophagus_Mucosa	ENSG00000136630.12	HLX	2.40400032519888e-08	0.754
Astle_et_al_2016_Eosinophil_counts	Esophagus_Muscularis	ENSG00000125755.18	SYMPK	3.81502535238599e-19	0.6
Astle_et_al_2016_Eosinophil_counts	Esophagus_Muscularis	ENSG00000149922.10	TBX6	1.75350155270005e-17	0.989
Astle_et_al_2016_Eosinophil_counts	Esophagus_Muscularis	ENSG00000030110.12	BAK1	4.71711297085577e-17	0.858
Astle_et_al_2016_Eosinophil_counts	Esophagus_Muscularis	ENSG00000221869.4	CEBPD	6.26699296002863e-13	0.781
Astle_et_al_2016_Eosinophil_counts	Esophagus_Muscularis	ENSG00000152804.10	HHEX	6.56029351347518e-13	0.518
Astle_et_al_2016_Eosinophil_counts	Esophagus_Muscularis	ENSG00000077420.15	APBB1IP	1.32944840546832e-12	0.61
Astle_et_al_2016_Eosinophil_counts	Esophagus_Muscularis	ENSG00000149485.18	FADS1	5.37599360777189e-12	0.818
Astle_et_al_2016_Eosinophil_counts	Esophagus_Muscularis	ENSG00000281162.2	LINC01127	4.40177702338731e-11	0.578
Astle_et_al_2016_Eosinophil_counts	Esophagus_Muscularis	ENSG00000167468.16	GPX4	5.44558687728279e-10	0.94
Astle_et_al_2016_Eosinophil_counts	Esophagus_Muscularis	ENSG00000136630.12	HLX	1.0660014465594e-08	0.524
Astle_et_al_2016_Eosinophil_counts	Esophagus_Muscularis	ENSG00000185201.16	IFITM2	7.15243069876785e-08	0.584
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000196843.15	ARID5A	1.31996454835528e-39	0.913
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000077420.15	APBB1IP	1.08244990804027e-19	0.706
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000149922.10	TBX6	3.54753211351341e-17	0.992
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000030110.12	BAK1	1.46947113919377e-16	0.833
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000152804.10	HHEX	7.37187688360867e-15	0.886
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000276791.1	CTD-2270P14.5	9.13399062113627e-15	0.721
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000221869.4	CEBPD	6.26699296002868e-13	0.77
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000085274.15	MYNN	4.40512774572594e-12	0.663
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000100365.14	NCF4	1.15228241475963e-10	0.965
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000248489.1	LINC02062	2.15560266221544e-10	0.555
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000087088.19	BAX	3.67500031411382e-10	0.631
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000167468.16	GPX4	5.60139965656605e-10	0.848
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000103066.12	PLA2G15	6.10999748720628e-10	0.907
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000148384.12	INPP5E	1.03804979504244e-08	0.584
Astle_et_al_2016_Eosinophil_counts	Heart_Atrial_Appendage	ENSG00000173535.13	TNFRSF10C	1.51573197711714e-08	0.999
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000249242.7	TMEM150C	4.27702507386365e-30	0.64
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000175550.7	DRAP1	1.15799809232314e-23	0.728
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000077420.15	APBB1IP	4.98431304581938e-22	0.66
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000030110.12	BAK1	4.66076184709627e-18	0.967
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000149922.10	TBX6	4.80154126408297e-17	0.993
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000228889.6	UBAC2-AS1	1.39699925493724e-16	0.721
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000152804.10	HHEX	5.78299985611173e-16	0.931
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000276791.1	CTD-2270P14.5	1.21999913380293e-14	0.743
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000180902.17	D2HGDH	3.09488033142315e-13	0.972
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000221869.4	CEBPD	6.26699296002857e-13	0.7
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000149485.18	FADS1	4.04199756260271e-12	0.868
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000283632.2	EXOC3L2	4.78600465461818e-12	0.709
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000167468.16	GPX4	1.62567195575008e-11	0.951
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000259956.1	RBM15B	1.72911822643373e-10	0.588
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000248489.1	LINC02062	2.14001707528447e-10	0.632
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000087088.19	BAX	5.73799872633652e-10	0.765
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000103066.12	PLA2G15	6.10999748720632e-10	0.809
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000128604.19	IRF5	4.59856847184368e-09	0.872
Astle_et_al_2016_Eosinophil_counts	Heart_Left_Ventricle	ENSG00000168906.12	MAT2A	4.77535148604415e-08	0.598
Astle_et_al_2016_Eosinophil_counts	Kidney_Cortex	ENSG00000077420.15	APBB1IP	4.27994928389226e-22	0.541
Astle_et_al_2016_Eosinophil_counts	Kidney_Cortex	ENSG00000178409.13	BEND3	6.96392126325098e-21	0.779
Astle_et_al_2016_Eosinophil_counts	Kidney_Cortex	ENSG00000149922.10	TBX6	1.00700002579847e-17	0.983
Astle_et_al_2016_Eosinophil_counts	Kidney_Cortex	ENSG00000276791.1	CTD-2270P14.5	1.8980028930922e-14	0.605
Astle_et_al_2016_Eosinophil_counts	Kidney_Cortex	ENSG00000221869.4	CEBPD	6.26699296002863e-13	0.535
Astle_et_al_2016_Eosinophil_counts	Kidney_Cortex	ENSG00000149485.18	FADS1	7.33594600407661e-12	0.652
Astle_et_al_2016_Eosinophil_counts	Kidney_Cortex	ENSG00000112339.14	HBS1L	1.31618268085173e-09	0.597
Astle_et_al_2016_Eosinophil_counts	Kidney_Cortex	ENSG00000167468.16	GPX4	2.58581042654619e-08	0.742
Astle_et_al_2016_Eosinophil_counts	Liver	ENSG00000149922.10	TBX6	1.00700002579845e-17	0.99
Astle_et_al_2016_Eosinophil_counts	Liver	ENSG00000030110.12	BAK1	5.55800728857118e-17	0.865
Astle_et_al_2016_Eosinophil_counts	Liver	ENSG00000172638.12	EFEMP2	3.95699886304664e-15	0.54
Astle_et_al_2016_Eosinophil_counts	Liver	ENSG00000276791.1	CTD-2270P14.5	1.21999913380293e-14	0.667
Astle_et_al_2016_Eosinophil_counts	Liver	ENSG00000221869.4	CEBPD	6.26699296002857e-13	0.53
Astle_et_al_2016_Eosinophil_counts	Liver	ENSG00000167468.16	GPX4	1.86228207775476e-11	0.949
Astle_et_al_2016_Eosinophil_counts	Liver	ENSG00000112339.14	HBS1L	4.36727417795091e-11	0.503
Astle_et_al_2016_Eosinophil_counts	Liver	ENSG00000248489.1	LINC02062	1.46999915712913e-10	0.567
Astle_et_al_2016_Eosinophil_counts	Liver	ENSG00000103066.12	PLA2G15	2.5149532818043e-09	0.588
Astle_et_al_2016_Eosinophil_counts	Liver	ENSG00000103064.13	SLC7A6	2.65309173105957e-09	0.626
Astle_et_al_2016_Eosinophil_counts	Liver	ENSG00000148396.18	SEC16A	2.80100157358312e-08	0.542
Astle_et_al_2016_Eosinophil_counts	Lung	ENSG00000030110.12	BAK1	2.69801653169603e-17	0.953
Astle_et_al_2016_Eosinophil_counts	Lung	ENSG00000125755.18	SYMPK	7.27688928625247e-17	0.679
Astle_et_al_2016_Eosinophil_counts	Lung	ENSG00000149922.10	TBX6	2.29834844225845e-16	0.92
Astle_et_al_2016_Eosinophil_counts	Lung	ENSG00000100365.14	NCF4	4.98200511951211e-13	0.988
Astle_et_al_2016_Eosinophil_counts	Lung	ENSG00000221869.4	CEBPD	6.26699296002863e-13	0.559
Astle_et_al_2016_Eosinophil_counts	Lung	ENSG00000142599.17	RERE	4.50600184766634e-12	0.856
Astle_et_al_2016_Eosinophil_counts	Lung	ENSG00000281162.2	LINC01127	3.81002629106345e-10	0.573
Astle_et_al_2016_Eosinophil_counts	Lung	ENSG00000205927.4	OLIG2	7.9070009733578e-10	0.641
Astle_et_al_2016_Eosinophil_counts	Lung	ENSG00000149485.18	FADS1	8.18489429162667e-10	0.542
Astle_et_al_2016_Eosinophil_counts	Lung	ENSG00000167468.16	GPX4	1.48004927740615e-09	0.951
Astle_et_al_2016_Eosinophil_counts	Lung	ENSG00000184221.12	OLIG1	4.77214540521419e-08	0.673
Astle_et_al_2016_Eosinophil_counts	Minor_Salivary_Gland	ENSG00000149922.10	TBX6	3.88702374140044e-15	0.983
Astle_et_al_2016_Eosinophil_counts	Minor_Salivary_Gland	ENSG00000276791.1	CTD-2270P14.5	1.21999913380294e-14	0.577
Astle_et_al_2016_Eosinophil_counts	Minor_Salivary_Gland	ENSG00000221869.4	CEBPD	6.26699296002868e-13	0.565
Astle_et_al_2016_Eosinophil_counts	Minor_Salivary_Gland	ENSG00000167468.16	GPX4	9.66567119733937e-12	0.911
Astle_et_al_2016_Eosinophil_counts	Minor_Salivary_Gland	ENSG00000030110.12	BAK1	1.12375981132962e-11	0.835
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000249242.7	TMEM150C	4.03061091784224e-28	0.537
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000153094.22	BCL2L11	1.75646635504595e-26	0.807
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000077420.15	APBB1IP	4.98431304581938e-22	0.716
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000228889.6	UBAC2-AS1	2.36599781971852e-18	0.78
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000149922.10	TBX6	2.80249997750235e-18	0.992
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000030110.12	BAK1	2.2310022639997e-17	0.933
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000152804.10	HHEX	5.78299985611164e-16	0.865
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000221869.4	CEBPD	6.26699296002868e-13	0.831
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000149485.18	FADS1	6.29756940491074e-13	0.877
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000100365.14	NCF4	5.2485727897963e-12	0.969
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000167468.16	GPX4	9.78900317432585e-12	0.958
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000103066.12	PLA2G15	6.10999748720617e-10	0.683
Astle_et_al_2016_Eosinophil_counts	Muscle_Skeletal	ENSG00000128604.19	IRF5	4.4029958481254e-08	0.767
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000115604.10	IL18R1	2.64428342780312e-90	0.984
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000092067.5	CEBPE	1.01800036220303e-32	0.971
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000102882.11	MAPK3	1.00700002579845e-17	0.963
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000149922.10	TBX6	1.05419118120946e-17	0.99
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000125755.18	SYMPK	4.33000250693014e-17	0.687
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000178409.13	BEND3	2.68577321860196e-15	0.767
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000276791.1	CTD-2270P14.5	1.21999913380293e-14	0.676
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000134987.11	WDR36	6.13480858211932e-13	0.943
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000221869.4	CEBPD	6.26699296002863e-13	0.521
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000149485.18	FADS1	1.71831273173634e-11	0.855
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000168685.14	IL7R	3.10424303492973e-11	0.665
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000100365.14	NCF4	6.2712657036029e-11	0.97
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000248489.1	LINC02062	2.97600413905073e-10	0.54
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000087088.19	BAX	3.67500031411387e-10	0.668
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000103066.12	PLA2G15	4.12368390852806e-10	0.935
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000167468.16	GPX4	1.43318802454647e-09	0.947
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000197712.11	FAM114A1	4.55769974928876e-08	0.54
Astle_et_al_2016_Eosinophil_counts	Nerve_Tibial	ENSG00000128604.19	IRF5	5.46466753813404e-08	0.713
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000030110.12	BAK1	6.68856815747121e-18	0.89
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000149922.10	TBX6	2.40766620448696e-17	0.991
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000152804.10	HHEX	5.78299985611173e-16	0.776
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000281162.2	LINC01127	2.39399603970073e-15	0.56
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000149923.13	PPP4C	2.76100386898087e-15	0.595
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000276791.1	CTD-2270P14.5	1.21999913380294e-14	0.663
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000100365.14	NCF4	4.98200511951214e-13	0.987
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000221869.4	CEBPD	6.26699296002868e-13	0.591
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000085274.15	MYNN	3.6180032134137e-12	0.65
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000169189.16	NSMCE1	1.34664424919621e-11	0.56
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000134824.13	FADS2	6.00466411007589e-11	0.721
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000167468.16	GPX4	3.72012469990682e-10	0.952
Astle_et_al_2016_Eosinophil_counts	Ovary	ENSG00000103066.12	PLA2G15	6.10999748720628e-10	0.856
Astle_et_al_2016_Eosinophil_counts	Pancreas	ENSG00000030110.12	BAK1	6.61424595405535e-16	0.872
Astle_et_al_2016_Eosinophil_counts	Pancreas	ENSG00000276791.1	CTD-2270P14.5	1.8980028930922e-14	0.586
Astle_et_al_2016_Eosinophil_counts	Pancreas	ENSG00000149485.18	FADS1	4.04199756260271e-12	0.812
Astle_et_al_2016_Eosinophil_counts	Pancreas	ENSG00000167468.16	GPX4	3.19175154556933e-10	0.9
Astle_et_al_2016_Eosinophil_counts	Pancreas	ENSG00000173535.13	TNFRSF10C	1.67999772833327e-09	0.677
Astle_et_al_2016_Eosinophil_counts	Pancreas	ENSG00000128604.19	IRF5	2.47099961298953e-08	0.852
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000125755.18	SYMPK	4.33000250693021e-17	0.71
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000030110.12	BAK1	5.55800728857118e-17	0.899
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000103355.13	PRSS33	5.55600068260531e-15	0.85
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000152804.10	HHEX	1.96620243691717e-13	0.501
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000276791.1	CTD-2270P14.5	2.24300060912817e-13	0.517
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000077420.15	APBB1IP	3.05559731137428e-13	0.517
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000221869.4	CEBPD	6.26699296002868e-13	0.719
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000281162.2	LINC01127	2.65870475309741e-12	0.51
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000149922.10	TBX6	2.48979857352732e-11	0.991
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000184378.2	ACTRT3	2.76003184987283e-11	0.599
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000100365.14	NCF4	6.21104945519371e-11	0.985
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000167468.16	GPX4	1.19132241342228e-10	0.949
Astle_et_al_2016_Eosinophil_counts	Pituitary	ENSG00000154252.11	GAL3ST2	6.56234189574535e-09	0.791
Astle_et_al_2016_Eosinophil_counts	Prostate	ENSG00000134987.11	WDR36	7.85432425290073e-19	0.695
Astle_et_al_2016_Eosinophil_counts	Prostate	ENSG00000030110.12	BAK1	5.55800728857106e-17	0.892
Astle_et_al_2016_Eosinophil_counts	Prostate	ENSG00000149922.10	TBX6	8.29979531272545e-17	0.895
Astle_et_al_2016_Eosinophil_counts	Prostate	ENSG00000091181.19	IL5RA	2.51700461071671e-15	0.945
Astle_et_al_2016_Eosinophil_counts	Prostate	ENSG00000276791.1	CTD-2270P14.5	1.53234935406161e-14	0.626
Astle_et_al_2016_Eosinophil_counts	Prostate	ENSG00000248714.6	RP11-1079K10.3	4.66230520026878e-13	0.54
Astle_et_al_2016_Eosinophil_counts	Prostate	ENSG00000281162.2	LINC01127	8.765293447974e-12	0.754
Astle_et_al_2016_Eosinophil_counts	Prostate	ENSG00000167468.16	GPX4	5.11777526484124e-11	0.943
Astle_et_al_2016_Eosinophil_counts	Prostate	ENSG00000149485.18	FADS1	6.84771528328919e-10	0.619
Astle_et_al_2016_Eosinophil_counts	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000125347.13	IRF1	8.9259025902017e-81	0.526
Astle_et_al_2016_Eosinophil_counts	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000077420.15	APBB1IP	5.6730576075545e-27	0.703
Astle_et_al_2016_Eosinophil_counts	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000184357.4	HIST1H1B	3.79201122962842e-22	0.586
Astle_et_al_2016_Eosinophil_counts	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000125755.18	SYMPK	8.2578987909163e-20	0.709
Astle_et_al_2016_Eosinophil_counts	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000149923.13	PPP4C	1.00700002579845e-17	0.971
Astle_et_al_2016_Eosinophil_counts	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000105889.14	STEAP1B	2.9770103600255e-16	0.501
Astle_et_al_2016_Eosinophil_counts	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000152804.10	HHEX	1.65500312736796e-15	0.808
Astle_et_al_2016_Eosinophil_counts	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000276791.1	CTD-2270P14.5	1.8980028930922e-14	0.701
