phenotype	intron	pvalue	rcp
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_1_45551155_45552436	1.14796667087805e-11	0.679
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_1_45551155_45561789	1.16571809736244e-11	0.678
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_1_45552563_45561789	1.1665873190881e-11	0.692
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_6_16289568_16290462	1.58749830251468e-11	0.892
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_2_24972232_25001415	1.68599915125488e-11	0.815
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_11_65636031_65636174	1.75400025708404e-11	0.577
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_2_24972232_24972626	2.09815507072544e-11	0.916
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_6_16285835_16290462	2.46750826287059e-11	0.933
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_11_8811335_8831556	2.94271691103062e-11	0.853
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_11_8811335_8839310	4.28236414822871e-11	0.857
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_10_79352392_79353645	4.36900315321629e-11	0.527
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_2_24972232_24979060	9.7616077373331e-11	0.908
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_8_26350681_26354468	1.20532406044387e-10	0.514
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_11_8830874_8831556	2.05946393259165e-10	0.829
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_17_44154938_44155286	2.45199962571064e-10	0.805
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_17_44189588_44190501	4.86423533397888e-10	0.582
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_8_141212556_141215759	5.62812503946951e-10	0.519
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_8_85341659_85342749	5.65599637885981e-10	0.555
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_2_164700756_164704444	6.43984067106793e-10	0.638
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_2_164700756_164703104	6.64432125383194e-10	0.675
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_17_44187743_44189022	1.44957601705611e-09	0.641
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_16_89873859_89883351	2.74088311005301e-09	0.906
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_16_89873859_89878461	3.00779736763296e-09	0.774
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_6_16285835_16289426	4.1580394179666e-09	0.905
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_8_141221765_141253989	7.57773886627259e-09	0.539
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_7_32879942_32890977	8.04199460530885e-09	0.688
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_11_8811335_8870954	9.12245124803478e-09	0.799
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_12_56673065_56687998	9.36301230377132e-09	0.518
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_16_84733503_84758716	9.78115110646785e-09	0.528
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_7_30460041_30463536	2.33100092334146e-08	0.752
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_14_105173261_105173481	2.76085753533217e-08	0.669
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_14_105173261_105173416	2.86229161689638e-08	0.657
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_4_992230_1000612	2.89219257921251e-08	0.923
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_14_105177027_105177692	2.89683722861444e-08	0.634
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_14_105177027_105181129	2.95647599122236e-08	0.548
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_14_105175987_105176534	2.99214729865749e-08	0.712
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_14_105173261_105176534	3.3431201343072e-08	0.706
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_10_70885929_70887853	4.0433407096942e-08	0.569
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_17_78404089_78419546	4.71511798985031e-08	0.635
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_3_196069568_196071396	5.20648725865188e-08	0.671
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_18_69868061_69873144	6.31000260268335e-08	0.538
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_18_69868116_69873144	6.31000260268341e-08	0.544
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_15_40011346_40017108	7.96980731809914e-08	0.909
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_6_16278339_16278784	8.16027402600321e-08	0.635
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_15_40037355_40038282	1.30923598906033e-07	0.908
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_3_196072152_196073930	1.33134228200985e-07	0.502
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_15_40037018_40037309	1.34093044682478e-07	0.551
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_7_32879942_32887977	1.34165865596354e-07	0.594
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_15_40037018_40038282	1.58700414583691e-07	0.898
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_22_50521848_50521986	1.73599990852186e-07	0.549
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_10_26437851_26438652	1.76400065750373e-07	0.624
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_14_105176994_105177692	1.94223794096394e-07	0.569
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_1_36308209_36308389	2.35600210550548e-07	0.933
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_1_36307285_36307770	2.35600210550551e-07	0.845
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_1_36307285_36308389	2.35600210550551e-07	0.923
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_22_50527717_50529136	2.3860020893372e-07	0.525
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_4_109988709_109993247	2.74180985635148e-07	0.515
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_7_30460041_30478606	3.28743928252936e-07	0.83
Astle_et_al_2016_High_light_scatter_reticulocyte_count	intron_7_30460041_30463609	3.36761761140177e-07	0.839
Astle_et_al_2016_Lymphocyte_counts	intron_19_16394001_16402321	3.24004276419635e-110	0.568
Astle_et_al_2016_Lymphocyte_counts	intron_6_31651776_31652400	1.14436231474209e-90	0.877
Astle_et_al_2016_Lymphocyte_counts	intron_6_31626162_31626772	7.96430626209771e-82	0.684
Astle_et_al_2016_Lymphocyte_counts	intron_6_31652551_31656472	3.88804229465198e-80	0.63
Astle_et_al_2016_Lymphocyte_counts	intron_6_31656633_31657225	5.25407780466445e-80	0.521
Astle_et_al_2016_Lymphocyte_counts	intron_6_31656080_31656472	5.69462574514569e-80	0.601
Astle_et_al_2016_Lymphocyte_counts	intron_6_31651776_31652424	2.14913207248967e-74	0.866
Astle_et_al_2016_Lymphocyte_counts	intron_6_29888742_29944122	5.48443912983169e-62	0.556
Astle_et_al_2016_Lymphocyte_counts	intron_16_30472898_30473965	1.28499027263689e-59	0.966
Astle_et_al_2016_Lymphocyte_counts	intron_16_30472898_30474196	1.28499027263693e-59	0.962
Astle_et_al_2016_Lymphocyte_counts	intron_16_30474083_30474196	1.284990272637e-59	0.972
Astle_et_al_2016_Lymphocyte_counts	intron_19_10285009_10285115	7.39783377814421e-30	0.976
Astle_et_al_2016_Lymphocyte_counts	intron_2_111480061_111494885	2.63279697968009e-29	0.912
Astle_et_al_2016_Lymphocyte_counts	intron_19_10285028_10285115	1.22634856950664e-27	0.971
Astle_et_al_2016_Lymphocyte_counts	intron_6_26598110_26598265	3.37575994305983e-27	0.597
Astle_et_al_2016_Lymphocyte_counts	intron_6_31651776_31652247	1.39129937693933e-25	0.73
Astle_et_al_2016_Lymphocyte_counts	intron_15_90482281_90483361	1.42266397343774e-23	0.551
Astle_et_al_2016_Lymphocyte_counts	intron_15_90482281_90482702	1.47875419803479e-23	0.7
Astle_et_al_2016_Lymphocyte_counts	intron_15_90482749_90483361	2.07891246634007e-23	0.574
Astle_et_al_2016_Lymphocyte_counts	intron_7_44967958_44969413	4.33683896294986e-23	0.972
Astle_et_al_2016_Lymphocyte_counts	intron_7_44967958_44968920	5.31463905890814e-23	0.972
Astle_et_al_2016_Lymphocyte_counts	intron_7_44964162_44964415	4.88401236309671e-22	0.759
Astle_et_al_2016_Lymphocyte_counts	intron_7_44964519_44964945	4.88401236309689e-22	0.766
Astle_et_al_2016_Lymphocyte_counts	intron_19_1080379_1080464	2.66399336133431e-21	0.947
Astle_et_al_2016_Lymphocyte_counts	intron_6_26597223_26597914	1.04741145810662e-18	0.537
Astle_et_al_2016_Lymphocyte_counts	intron_2_201260613_201266461	1.76444267548255e-18	0.727
Astle_et_al_2016_Lymphocyte_counts	intron_2_201277104_201284816	2.3333923073795e-18	0.644
Astle_et_al_2016_Lymphocyte_counts	intron_2_201276968_201284816	3.18403950946665e-18	0.642
Astle_et_al_2016_Lymphocyte_counts	intron_2_201274953_201276827	3.92444129346731e-18	0.623
Astle_et_al_2016_Lymphocyte_counts	intron_2_143129466_143155477	6.88359522218649e-16	0.626
Astle_et_al_2016_Lymphocyte_counts	intron_9_137040067_137040357	9.24570817475026e-16	0.61
Astle_et_al_2016_Lymphocyte_counts	intron_2_102443323_102443516	1.50699908704827e-15	0.53
Astle_et_al_2016_Lymphocyte_counts	intron_2_102443323_102445189	1.74879970860839e-15	0.529
Astle_et_al_2016_Lymphocyte_counts	intron_2_102444092_102445189	2.59786390457425e-15	0.522
Astle_et_al_2016_Lymphocyte_counts	intron_3_141402449_141403927	4.37199217961529e-15	0.695
Astle_et_al_2016_Lymphocyte_counts	intron_3_141403152_141403927	4.3719921796153e-15	0.702
Astle_et_al_2016_Lymphocyte_counts	intron_19_47169923_47203671	5.18194635360274e-15	0.738
Astle_et_al_2016_Lymphocyte_counts	intron_12_12726096_12726297	6.52601053665221e-15	0.761
Astle_et_al_2016_Lymphocyte_counts	intron_22_39134575_39138636	7.43434166962276e-15	0.644
Astle_et_al_2016_Lymphocyte_counts	intron_3_47067118_47073005	9.1260121182164e-15	0.911
Astle_et_al_2016_Lymphocyte_counts	intron_17_4718684_4719283	9.61701764232794e-15	0.505
Astle_et_al_2016_Lymphocyte_counts	intron_3_141386937_141396259	1.01961411502303e-14	0.596
Astle_et_al_2016_Lymphocyte_counts	intron_3_47079611_47080801	1.05999835154742e-14	0.811
Astle_et_al_2016_Lymphocyte_counts	intron_3_141386937_141403927	1.07299905374292e-14	0.563
Astle_et_al_2016_Lymphocyte_counts	intron_12_12785694_12786909	1.16799968133941e-14	0.557
Astle_et_al_2016_Lymphocyte_counts	intron_3_141396503_141403927	1.26599975058782e-14	0.626
Astle_et_al_2016_Lymphocyte_counts	intron_3_28253765_28263291	1.42919871535951e-14	0.586
Astle_et_al_2016_Lymphocyte_counts	intron_12_6384684_6385022	2.54099859366646e-14	0.706
Astle_et_al_2016_Lymphocyte_counts	intron_14_35046130_35046505	2.98113769904989e-14	0.547
Astle_et_al_2016_Lymphocyte_counts	intron_1_206493991_206496112	6.26646678095433e-14	0.941
Astle_et_al_2016_Lymphocyte_counts	intron_6_35642843_35646730	6.49076083062111e-14	0.724
Astle_et_al_2016_Lymphocyte_counts	intron_2_201272776_201274889	6.74400611463175e-14	0.715
Astle_et_al_2016_Lymphocyte_counts	intron_6_35342681_35347067	9.13255026429897e-14	0.692
Astle_et_al_2016_Lymphocyte_counts	intron_9_137037910_137039971	1.58716825212089e-13	0.578
Astle_et_al_2016_Lymphocyte_counts	intron_6_35642843_35643277	1.9130026419858e-13	0.625
Astle_et_al_2016_Lymphocyte_counts	intron_6_35642843_35688804	2.84195890634193e-13	0.671
Astle_et_al_2016_Lymphocyte_counts	intron_9_137040155_137040357	3.14200364964624e-13	0.628
Astle_et_al_2016_Lymphocyte_counts	intron_6_35642843_35672592	3.76676024128122e-13	0.705
Astle_et_al_2016_Lymphocyte_counts	intron_6_35309810_35310570	5.63145053938814e-13	0.588
Astle_et_al_2016_Lymphocyte_counts	intron_19_47131028_47143494	1.60540446987711e-12	0.725
Astle_et_al_2016_Lymphocyte_counts	intron_6_35351696_35352929	2.48712408054349e-12	0.586
Astle_et_al_2016_Lymphocyte_counts	intron_19_47131112_47143494	2.59726564846092e-12	0.532
Astle_et_al_2016_Lymphocyte_counts	intron_14_35102729_35109895	2.86245728851646e-12	0.578
Astle_et_al_2016_Lymphocyte_counts	intron_14_64516751_64521487	3.53101005210939e-12	0.514
Astle_et_al_2016_Lymphocyte_counts	intron_14_64504946_64521487	4.27179831435959e-12	0.521
Astle_et_al_2016_Lymphocyte_counts	intron_12_123384208_123388442	5.09696436603596e-12	0.617
Astle_et_al_2016_Lymphocyte_counts	intron_2_27372740_27373247	8.78299828548793e-12	0.814
Astle_et_al_2016_Lymphocyte_counts	intron_14_64511384_64516600	1.1689595627594e-11	0.519
Astle_et_al_2016_Lymphocyte_counts	intron_11_128463627_128480191	1.35932134917472e-11	0.814
Astle_et_al_2016_Lymphocyte_counts	intron_1_8432645_8434633	1.69900086822401e-11	0.582
Astle_et_al_2016_Lymphocyte_counts	intron_14_64504946_64511249	1.79280238432209e-11	0.52
Astle_et_al_2016_Lymphocyte_counts	intron_6_24818625_24825226	1.89662675290799e-11	0.521
Astle_et_al_2016_Lymphocyte_counts	intron_1_160824249_160827748	2.82430685549013e-11	0.72
Astle_et_al_2016_Lymphocyte_counts	intron_16_89291183_89305206	3.13342629336507e-11	0.877
Astle_et_al_2016_Lymphocyte_counts	intron_1_160823796_160824181	3.95843302776068e-11	0.666
Astle_et_al_2016_Lymphocyte_counts	intron_1_8422807_8424788	4.30393833843841e-11	0.589
Astle_et_al_2016_Lymphocyte_counts	intron_1_160818319_160819321	4.36900315321626e-11	0.617
Astle_et_al_2016_Lymphocyte_counts	intron_1_160823796_160827748	4.55099928725265e-11	0.747
Astle_et_al_2016_Lymphocyte_counts	intron_1_8422807_8423167	4.56899905860169e-11	0.634
Astle_et_al_2016_Lymphocyte_counts	intron_2_113193948_113196147	7.26899538613254e-11	0.699
Astle_et_al_2016_Lymphocyte_counts	intron_1_8438300_8465925	1.10969712129567e-10	0.815
Astle_et_al_2016_Lymphocyte_counts	intron_14_35046406_35046505	1.39214406016515e-10	0.578
Astle_et_al_2016_Lymphocyte_counts	intron_6_130052991_130055171	1.77570106839457e-10	0.803
Astle_et_al_2016_Lymphocyte_counts	intron_2_113211619_113225602	2.55987351329597e-10	0.626
Astle_et_al_2016_Lymphocyte_counts	intron_2_113197913_113198740	2.63422461446067e-10	0.743
Astle_et_al_2016_Lymphocyte_counts	intron_1_8422807_8424015	2.87200707038864e-10	0.676
Astle_et_al_2016_Lymphocyte_counts	intron_8_127982479_127983904	3.07200386337289e-10	0.587
Astle_et_al_2016_Lymphocyte_counts	intron_2_113197913_113199083	3.08203500167539e-10	0.742
Astle_et_al_2016_Lymphocyte_counts	intron_17_17811730_17811973	3.1315410445106e-10	0.758
Astle_et_al_2016_Lymphocyte_counts	intron_17_17811784_17811973	3.13154104451069e-10	0.655
Astle_et_al_2016_Lymphocyte_counts	intron_1_8422807_8465925	3.16268746466056e-10	0.605
Astle_et_al_2016_Lymphocyte_counts	intron_16_89305344_89313317	3.30788185152156e-10	0.503
Astle_et_al_2016_Lymphocyte_counts	intron_16_89300962_89305206	3.61959753424229e-10	0.916
Astle_et_al_2016_Lymphocyte_counts	intron_1_160819374_160823507	3.64426893245423e-10	0.573
Astle_et_al_2016_Lymphocyte_counts	intron_1_160819374_160823465	3.65367226289204e-10	0.625
Astle_et_al_2016_Lymphocyte_counts	intron_8_127989291_127994883	4.42719683870778e-10	0.754
Astle_et_al_2016_Lymphocyte_counts	intron_2_113196493_113197564	4.90686665299398e-10	0.727
Astle_et_al_2016_Lymphocyte_counts	intron_2_113199226_113201158	6.13886262182516e-10	0.557
Astle_et_al_2016_Lymphocyte_counts	intron_21_46539991_46541756	6.38799208351769e-10	0.791
Astle_et_al_2016_Lymphocyte_counts	intron_2_113196307_113197564	8.39244790405463e-10	0.729
Astle_et_al_2016_Lymphocyte_counts	intron_5_128082194_128082735	1.04300046454689e-09	0.849
Astle_et_al_2016_Lymphocyte_counts	intron_9_120922691_120923705	1.08360593141719e-09	0.545
Astle_et_al_2016_Lymphocyte_counts	intron_1_8422807_8423561	1.25298908662075e-09	0.603
Astle_et_al_2016_Lymphocyte_counts	intron_2_231708751_231711348	1.27109518951926e-09	0.718
Astle_et_al_2016_Lymphocyte_counts	intron_21_46534687_46537224	1.61314416714867e-09	0.629
Astle_et_al_2016_Lymphocyte_counts	intron_11_119182345_119183821	2.75854620967967e-09	0.671
Astle_et_al_2016_Lymphocyte_counts	intron_11_119182345_119183118	2.85581329470243e-09	0.655
Astle_et_al_2016_Lymphocyte_counts	intron_8_127989291_128070160	3.37306912453417e-09	0.701
Astle_et_al_2016_Lymphocyte_counts	intron_19_16394001_16395344	3.86865012281092e-09	0.648
Astle_et_al_2016_Lymphocyte_counts	intron_17_17798513_17803756	5.32548258261478e-09	0.669
Astle_et_al_2016_Lymphocyte_counts	intron_9_35726534_35732075	5.79335401542223e-09	0.766
Astle_et_al_2016_Lymphocyte_counts	intron_3_171101633_171107183	8.2579957461603e-09	0.893
Astle_et_al_2016_Lymphocyte_counts	intron_19_51225155_51225218	8.47508063335684e-09	0.923
Astle_et_al_2016_Lymphocyte_counts	intron_7_6463175_6466071	9.62155363119292e-09	0.77
Astle_et_al_2016_Lymphocyte_counts	intron_3_28241812_28263291	1.07863529359786e-08	0.77
Astle_et_al_2016_Lymphocyte_counts	intron_17_29611643_29611876	1.37899890670781e-08	0.683
Astle_et_al_2016_Lymphocyte_counts	intron_3_171108162_171110714	1.98709184074837e-08	0.901
Astle_et_al_2016_Lymphocyte_counts	intron_17_29617619_29618790	3.97399648230944e-08	0.574
Astle_et_al_2016_Lymphocyte_counts	intron_17_29618632_29618790	3.97399648230946e-08	0.561
Astle_et_al_2016_Lymphocyte_counts	intron_19_51225598_51225803	5.51172741323008e-08	0.877
Astle_et_al_2016_Lymphocyte_counts	intron_9_35722223_35723952	6.13400258509383e-08	0.621
Astle_et_al_2016_Lymphocyte_counts	intron_19_51225155_51225803	7.48394512839485e-08	0.923
Astle_et_al_2016_Lymphocyte_counts	intron_9_35725727_35726376	7.59599090357046e-08	0.61
Astle_et_al_2016_Lymphocyte_counts	intron_6_42056014_42057389	1.09911667386925e-07	0.655
Astle_et_al_2016_Lymphocyte_counts	intron_7_55965290_55978126	1.32099509263391e-07	0.886
Astle_et_al_2016_Lymphocyte_counts	intron_19_51235253_51235518	1.45400115731356e-07	0.578
Astle_et_al_2016_Lymphocyte_counts	intron_4_112145733_112180674	1.95591155892904e-07	0.752
Astle_et_al_2016_Lymphocyte_counts	intron_7_55965209_55978126	2.4850012111495e-07	0.905
Astle_et_al_2016_Lymphocyte_counts	intron_8_25446250_25450380	2.89264476642372e-07	0.525
Astle_et_al_2016_Lymphocyte_counts	intron_8_25446250_25458199	3.22489540021143e-07	0.532
Astle_et_al_2016_Lymphocyte_counts	intron_7_55964701_55978126	3.53996361750342e-07	0.895
Astle_et_al_2016_Monocyte_count	intron_13_28024943_28027088	3.38712676761231e-288	1
Astle_et_al_2016_Monocyte_count	intron_15_79961174_79967637	5.19429356659764e-103	0.98
Astle_et_al_2016_Monocyte_count	intron_15_79961174_79970700	6.10037245223388e-102	0.956
Astle_et_al_2016_Monocyte_count	intron_15_79967692_79970700	6.84503495756053e-102	0.969
Astle_et_al_2016_Monocyte_count	intron_6_31356957_31357086	1.0930541601948e-94	0.791
Astle_et_al_2016_Monocyte_count	intron_6_31994707_31994952	4.86357583560369e-71	0.597
Astle_et_al_2016_Monocyte_count	intron_20_50276390_50277491	4.20467639647873e-69	0.999
Astle_et_al_2016_Monocyte_count	intron_20_50275735_50277491	1.48429473883938e-58	0.994
Astle_et_al_2016_Monocyte_count	intron_20_50267663_50275646	1.35317677593142e-57	1
